#id	length	evalue	coverge	probability	score
TE_00004487_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	69	3.2e-19	90.7	0.98	63.0
TE_00004488_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	3e-52	100.0	0.99	169.6
TE_00004489_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	3.9e-19	100.0	0.98	62.6
TE_00004489_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	2.3e-24	100.0	0.99	79.4
TE_00004489_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	98	2.5e-39	49.5	0.98	128.6
TE_00004489_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	117	6.1e-38	43.6	0.97	124.1
TE_00004489_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.3e-58	100.0	0.98	190.2
TE_00004504_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	131	5.7e-31	40.5	0.94	101.7
TE_00004504_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	52	1.4e-05	21.8	0.86	18.5
TE_00004504_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	80	2e-23	100.0	0.95	76.5
TE_00004504_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	89	2.5e-10	39.3	0.89	34.2
TE_00004519_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	54	4.6e-10	32.5	0.94	33.2
TE_00004529_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Angela:Ty1-RH	27	7.4e-10	20.2	0.98	32.5
TE_00004532_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	128	2.8e-72	74.0	1.0	235.7
TE_00004532_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	4.1e-77	100.0	1.0	251.0
TE_00004532_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	308	1.2e-160	100.0	0.97	527.4
TE_00004532_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	22	0.00038	33.3	0.92	14.5
TE_00004554_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	74	2.9e-08	33.1	0.8	27.0
TE_00004572_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	2.3e-33	100.0	0.97	108.9
TE_00004572_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	4.7e-25	100.0	0.99	81.4
TE_00004572_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.5e-87	100.0	1.0	285.4
TE_00004572_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.7e-64	100.0	1.0	210.0
TE_00004572_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	150	7.3e-71	47.1	0.99	232.1
TE_00004572_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.5e-18	97.4	0.91	60.6
TE_00004574_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	105	2.5e-36	42.6	0.91	119.2
TE_00004575_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	125	4.3e-42	39.2	0.98	138.2
TE_00004585_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	1.5e-26	100.0	1.0	86.4
TE_00004619_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	46	6.5e-12	38.0	0.98	39.3
TE_00004623_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	2.7e-80	100.0	1.0	261.7
TE_00004632_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	3.3e-34	100.0	0.98	111.6
TE_00004632_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.8e-27	100.0	1.0	89.2
TE_00004632_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	110	2.6e-55	59.5	0.97	180.5
TE_00004632_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.1e-33	100.0	0.83	110.1
TE_00004632_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	304	9.6e-135	98.4	0.98	441.9
TE_00004632_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	2.9e-20	100.0	0.89	66.1
TE_00004633_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	7.5e-42	100.0	0.98	135.9
TE_00004644_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	204	5.2e-60	57.2	0.93	197.1
TE_00004646_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	76	1e-31	31.6	0.98	104.1
TE_00004659_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	55	1.7e-05	21.3	0.81	18.2
TE_00004659_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	85	4.1e-25	26.4	0.97	82.4
TE_00004666_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	6.8e-19	98.3	0.94	62.2
TE_00004666_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	37	7.3e-08	44.6	0.95	26.3
TE_00004666_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	94	9.6e-42	54.3	1.0	136.3
TE_00004666_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	7.2e-57	100.0	0.99	185.3
TE_00004666_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	3.6e-138	99.7	0.99	453.2
TE_00004666_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	6.4e-25	97.4	0.96	81.0
TE_00004668_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	4.3e-34	100.0	0.99	110.5
TE_00004668_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	5.2e-30	100.0	1.0	96.6
TE_00004668_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	203	1.6e-109	100.0	1.0	357.8
TE_00004668_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	260	6.9e-140	100.0	1.0	458.6
TE_00004668_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	3.3e-72	100.0	1.0	234.0
TE_00004681_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	1.9e-32	100.0	0.98	106.0
TE_00004681_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.5e-24	100.0	0.99	79.1
TE_00004681_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	124	6e-55	69.4	0.97	179.3
TE_00004681_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	94	2e-34	62.1	0.98	112.5
TE_00004681_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	128	7.8e-40	34.7	0.95	130.2
TE_00004681_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	7.7e-20	100.0	0.9	64.7
TE_00004695_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	7.4e-40	100.0	0.98	129.5
TE_00004695_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	1.1e-19	100.0	0.99	64.4
TE_00004700_INT#LTR/unknown|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	3.7e-24	92.5	0.94	78.6
TE_00004719_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	4.1e-31	100.0	1.0	100.2
TE_00004719_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	153	5.8e-85	74.4	0.99	277.6
TE_00004719_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	260	7.6e-134	100.0	0.99	438.7
TE_00004719_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	1.6e-71	100.0	1.0	231.8
TE_00004729_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	32	4.1e-09	26.4	0.99	30.3
TE_00004750_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	87	1.4e-28	32.7	0.97	93.4
TE_00004750_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	123	3e-55	93.7	0.96	179.4
TE_00004762_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	1.3e-37	99.2	0.97	122.3
TE_00004773_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	9.1e-11	100.0	0.97	35.8
TE_00004773_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	70	1e-18	100.0	0.96	61.4
TE_00004773_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	4.1e-74	100.0	0.98	242.1
TE_00004773_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	2e-116	100.0	0.99	381.2
TE_00004779_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	63	5.4e-15	21.8	0.91	49.1
TE_00004779_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	89	2.3e-29	35.0	0.96	96.4
TE_00004788_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	133	2.4e-73	43.2	1.0	240.3
TE_00004809_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	70	4.8e-10	100.0	0.93	33.6
TE_00004809_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	53	6.8e-17	26.3	0.99	55.4
TE_00004809_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	81	6e-27	23.7	0.95	88.0
TE_00004816_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	58	4.6e-16	47.5	0.97	52.7
TE_00004823_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	68	3.5e-20	24.1	0.94	66.3
TE_00004823_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	152	2.1e-61	46.3	0.98	201.7
TE_00004834_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	6.8e-81	100.0	1.0	263.7
TE_00004834_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	145	3.1e-46	44.1	0.95	151.8
TE_00004835_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	71	3.5e-40	20.3	0.95	132.0
TE_00004836_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	38	7.8e-12	31.4	0.97	39.1
TE_00004840_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	69	6.7e-12	42.2	0.92	39.1
TE_00004840_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	47	1.7e-06	57.3	0.97	22.2
TE_00004841_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	38	1.6e-09	28.5	0.97	31.7
TE_00004857_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	93	4.5e-28	73.1	0.97	91.7
TE_00004880_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	117	1.5e-40	44.7	0.97	132.6
TE_00004880_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	9e-54	100.0	0.99	174.6
TE_00004883_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	134	1.6e-27	42.4	0.93	90.4
TE_00004888_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	77	5.1e-16	59.0	0.95	53.0
TE_00004888_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	49	1.5e-12	59.5	0.95	41.3
TE_00004888_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	54	5.6e-19	27.2	0.97	62.2
TE_00004888_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.6e-63	100.0	0.99	206.9
TE_00004888_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	268	1.1e-117	85.1	0.99	385.9
TE_00004888_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	1e-19	100.0	0.94	64.3
TE_00004925_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	5.5e-18	100.0	0.9	59.0
TE_00004925_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	63	2.6e-14	30.4	0.89	47.0
TE_00004927_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.5e-14	100.0	0.94	47.9
TE_00004927_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	2.6e-17	100.0	0.9	56.8
TE_00004927_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	62	2.7e-30	27.3	0.93	99.1
TE_00004927_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	159	1.7e-55	58.0	0.91	181.6
TE_00004927_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	115	1.5e-50	88.2	0.98	164.2
TE_00004935_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	78	3.2e-14	57.3	0.91	47.2
TE_00004953_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	66	7.4e-12	40.6	0.88	38.7
TE_00005011_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	79	2.3e-12	76.7	0.98	41.0
TE_00005011_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	87	1.5e-26	42.8	0.97	86.9
TE_00005013_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-PROT	75	3.4e-22	96.1	0.95	72.1
TE_00005013_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RT	62	6.7e-25	34.1	0.97	81.3
TE_00005013_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	104	2.1e-41	66.9	0.97	134.9
TE_00005013_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-INT	318	2.6e-125	100.0	0.97	411.6
TE_00005023_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	39	2.8e-08	29.8	0.95	27.6
TE_00005027_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	67	1.6e-25	49.2	0.97	83.1
TE_00005027_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	8.4e-26	100.0	1.0	84.1
TE_00005041_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	35	3.9e-09	36.4	0.87	30.2
TE_00005049_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.5e-26	99.1	0.95	87.0
TE_00005049_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	8.3e-21	100.0	0.99	67.8
TE_00005049_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	95	1e-41	50.3	0.98	136.2
TE_00005049_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	8.9e-60	100.0	1.0	194.8
TE_00005049_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	110	8e-37	34.7	0.99	120.3
TE_00005049_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.1e-20	97.4	0.92	67.4
TE_00005051_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	62	9.3e-16	50.8	0.97	51.7
TE_00005053_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	51	7.4e-13	35.4	0.95	42.4
TE_00005067_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	92	2.6e-36	75.2	0.98	118.1
TE_00005067_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	207	9.3e-88	62.1	0.98	288.2
TE_00005067_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/TatIII:Ty3-GAG	59	0.00071	37.9	0.83	13.3
TE_00005073_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	1.9e-16	100.0	0.88	54.1
TE_00005073_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	116	1.6e-56	89.8	0.97	183.5
TE_00005078_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	129	3.8e-40	100.0	0.97	130.4
TE_00005078_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	65	3.1e-18	88.0	0.99	59.8
TE_00005079_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	113	8.4e-29	54.6	0.96	94.2
TE_00005086_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	3.2e-36	100.0	0.98	118.1
TE_00005086_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.4e-25	100.0	1.0	82.4
TE_00005086_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	62	5.8e-28	33.5	0.98	91.4
TE_00005086_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	94	2.6e-32	56.6	0.95	105.7
TE_00005086_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	5.9e-150	100.0	0.99	491.9
TE_00005086_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	2.7e-20	98.7	0.92	66.2
TE_00005088_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	186	2.9e-66	71.2	0.96	216.9
TE_00005088_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	115	7.1e-50	89.8	0.96	162.0
TE_00005092_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	54	4.6e-09	22.4	0.9	29.8
TE_00005098_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	64	1e-31	36.8	0.98	103.6
TE_00005117_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	95	3.5e-38	76.9	0.98	124.1
TE_00005121_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	72	3.2e-12	35.6	0.9	40.1
TE_00005121_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	57	8e-26	22.4	0.94	84.8
TE_00005128_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	2.8e-17	98.9	0.97	56.7
TE_00005128_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3.5e-27	100.0	0.96	88.5
TE_00005128_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	1.8e-79	100.0	0.96	259.6
TE_00005128_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	241	1.1e-103	91.4	0.98	339.6
TE_00005128_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.8e-58	100.0	0.97	189.2
TE_00005140_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.1e-20	100.0	0.93	68.0
TE_00005140_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	48	9.3e-08	63.5	0.95	26.0
TE_00005140_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	52	4e-18	27.7	0.95	59.4
TE_00005140_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.3e-54	99.3	0.96	176.3
TE_00005140_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	130	2.8e-35	38.0	0.96	115.3
TE_00005140_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	75	2.8e-17	96.1	0.94	56.5
TE_00005141_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	47	1.7e-06	39.2	0.91	21.9
TE_00005166_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	1.2e-17	100.0	0.9	57.9
TE_00005166_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	6.6e-70	100.0	0.96	228.3
TE_00005216_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	1.8e-29	98.9	0.98	95.6
TE_00005227_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	1.1e-15	92.2	0.91	51.6
TE_00005228_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	82	5.1e-28	30.7	0.98	91.5
TE_00005228_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.4e-59	100.0	0.97	193.3
TE_00005233_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	86	5.5e-15	83.3	0.93	49.3
TE_00005248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	113	2.4e-25	83.8	0.91	83.0
TE_00005248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	68	5.3e-19	100.0	0.95	62.0
TE_00005248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	93	6.7e-48	53.2	0.99	156.3
TE_00005248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	83	7.1e-31	57.2	0.99	101.0
TE_00005248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	135	2.6e-56	42.9	0.97	184.3
TE_00005248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	2.2e-18	97.4	0.95	60.1
TE_00005266_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	2.8e-29	98.9	0.98	95.0
TE_00005277_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	51	1.6e-10	25.9	0.94	34.6
TE_00005298_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	49	5.5e-05	35.9	0.8	16.8
TE_00005298_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	4.7e-25	100.0	1.0	81.7
TE_00005301_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	37	9.2e-07	20.5	0.95	22.5
TE_00005305_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	62	3.8e-06	36.1	0.83	20.7
TE_00005321_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	63	9.7e-10	48.4	0.88	32.3
TE_00005329_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	87	2.5e-25	62.8	0.95	82.6
