#TE	Order	Superfamily	Clade	Complete	Strand	Domains
TE_00013570_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	aRH|Retand
TE_00013571_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	PROT|Retand
TE_00013590_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00013592_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	aRH|Retand INT|Retand
TE_00013604_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand RT|Retand
TE_00013614_INT#LTR/Copia	LTR	Copia	Ale	no	+	RH|Ale
TE_00013628_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay
TE_00013650_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	PROT|Tekay
TE_00013660_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand INT|Retand
TE_00013661_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00013670_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00013702_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	RT|Retand RH|Retand INT|Retand
TE_00013710_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand INT|Retand
TE_00013719_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	+	GAG|CRM
TE_00013723_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00013730_INT#LTR/Copia	LTR	Gypsy	CRM	no	+	GAG|CRM PROT|CRM
TE_00013793_LTR#LTR/Copia	LTR	Copia	SIRE	no	+	RT|SIRE
TE_00013795_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand INT|Retand
TE_00013801_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00013810_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00013812_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00013815_INT#LTR/Copia	LTR	Gypsy	Ogre	no	-	RT|Ogre RH|Ogre INT|Ogre
TE_00013823_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00013828_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	PROT|Retand
TE_00013848_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	aRH|Retand
TE_00013857_LTR#LTR/Gypsy	LTR	Gypsy	CRM	no	+	CHDCR|CRM
TE_00013860_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina RT|Reina RH|Reina
TE_00013861_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RH|Retand
TE_00013863_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00013866_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RH|Retand
TE_00013870_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00013874_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	RT|Reina
TE_00013888_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00013892_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	aRH|Retand INT|Retand
TE_00013928_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	PROT|Tekay
TE_00013955_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina
TE_00013963_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00013980_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	PROT|Retand RH|Retand INT|Retand
TE_00013986_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay
TE_00013994_INT#LTR/unknown	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00014009_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00014010_INT#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00014011_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand INT|Retand
TE_00014020_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	RH|Retand
TE_00014029_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	-	PROT|CRM
TE_00014041_INT#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale
TE_00014047_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina
TE_00014051_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00014071_INT#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale INT|Ale
TE_00014073_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00014078_INT#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale
TE_00014087_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00014090_INT#LTR/Copia	LTR	Copia	Ivana	no	+	GAG|Ivana
TE_00014095_INT#LTR/unknown	LTR	Gypsy	Tekay	no	-	CHD|Tekay
TE_00014110_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00014112_INT#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00014123_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00014145_INT#LTR/unknown	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00014146_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00014159_INT#LTR/Gypsy	LTR	Gypsy	Ogre	no	+	PROT|Ogre
TE_00014164_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00014177_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00014181_INT#LTR/Copia	LTR	Copia	Bianca	no	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca
TE_00014187_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00014209_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	INT|Reina CHD|Reina
TE_00014214_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014219_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	INT|Reina CHD|Reina
TE_00014257_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00014292_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand RT|Retand RH|Retand INT|Retand
TE_00014314_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00014332_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014333_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00014334_INT#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale INT|Ale
TE_00014337_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00014343_INT#LTR/Gypsy	LTR	Gypsy	mixture	no	-	aRH|TatII INT|Retand
TE_00014355_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	PROT|Reina
TE_00014377_INT#LTR/unknown	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014381_INT#LTR/unknown	LTR	Copia	Ale	no	+	INT|Ale
TE_00014387_LTR#LTR/Gypsy	LTR	Gypsy	Tekay	no	-	RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
TE_00014399_INT#LTR/Copia	LTR	Copia	Ale	no	+	RH|Ale
TE_00014404_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	PROT|Retand
TE_00014411_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00014413_INT#LTR/Gypsy	LTR	Gypsy	TatII	no	-	aRH|TatII
TE_00014415_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014439_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	+	PROT|CRM RT|CRM
TE_00014459_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	+	GAG|CRM PROT|CRM INT|CRM
TE_00014465_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00014470_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	+	GAG|CRM
TE_00014481_INT#LTR/Copia	LTR	Copia	Bianca	no	+	PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00014499_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	INT|Reina
TE_00014500_LTR#LTR/Gypsy	LTR	Gypsy	CRM	no	+	CHDCR|CRM
TE_00014501_INT#LTR/Copia	LTR	Copia	Ale	no	?	RH|Ale RT|Ale PROT|Ale INT|Ale
TE_00014503_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand RH|Retand INT|Retand
TE_00014504_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014510_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014521_LTR#LTR/unknown	LTR	Gypsy	CRM	no	+	CHDCR|CRM
TE_00014526_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00014528_INT#LTR/Copia	LTR	Copia	Ale	no	+	RT|Ale RH|Ale
TE_00014532_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand INT|Retand
TE_00014545_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RH|Retand
TE_00014549_INT#LTR/Copia	LTR	Copia	Ivana	no	+	GAG|Ivana RH|Ivana
TE_00014559_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RH|Retand INT|Retand
TE_00014572_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00014573_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	PROT|Tekay
TE_00014574_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00014582_INT#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale INT|Ale
TE_00014584_INT#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale INT|Ale
TE_00014586_INT#LTR/Copia	LTR	Copia	Ikeros	no	+	INT|Ikeros RT|Ikeros RH|Ikeros
TE_00014599_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014629_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand
TE_00014632_INT#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00014650_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	CHD|Tekay
TE_00014658_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00014659_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay CHD|Tekay
TE_00014670_LTR#LTR/Copia	LTR	Copia	SIRE	no	+	INT|SIRE RT|SIRE RH|SIRE
TE_00014675_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00014683_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014688_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014715_LTR#LTR/Copia	LTR	Copia	SIRE	no	+	PROT|SIRE
TE_00014736_INT#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale INT|Ale
TE_00014746_INT#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale INT|Ale
TE_00014755_INT#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale RT|Ale
TE_00014768_INT#LTR/Gypsy	LTR	Gypsy	mixture	no	+	RH|Ogre INT|Retand
TE_00014808_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00014813_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00014815_INT#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00014827_INT#LTR/Copia	mixture	mixture	unknown	unknown	+	TPase|Novosib GAG|Ivana
TE_00014841_INT#LTR/Copia	LTR	Copia	Ale	no	+	RH|Ale
TE_00014843_INT#LTR/Gypsy	LTR	Gypsy	Ogre	no	+	RT|Ogre INT|Ogre
TE_00014852_INT#LTR/unknown	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014853_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014857_INT#LTR/unknown	LTR	Gypsy	Reina	no	-	PROT|Reina
TE_00014866_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00014870_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00014873_INT#LTR/Copia	LTR	Copia	Ikeros	no	+	INT|Ikeros
TE_00014881_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00014882_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014884_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014888_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	+	GAG|CRM
TE_00014890_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014896_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00014898_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00014909_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	+	PROT|CRM
TE_00014911_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00014927_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay CHD|Tekay
TE_00014928_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00014930_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand
TE_00014942_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	PROT|Retand
TE_00014975_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	RT|Retand
TE_00014976_LTR#LTR/Copia	LTR	Copia	Ale	no	+	INT|Ale
TE_00014979_LTR#LTR/Gypsy	LTR	Gypsy	CRM	no	-	CHDCR|CRM
TE_00014987_INT#LTR/unknown	LTR	Copia	Bianca	no	+	RH|Bianca
TE_00015000_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RH|Retand
TE_00015007_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand RT|Retand
TE_00015008_INT#LTR/Copia	LTR	Copia	Ale	no	+	INT|Ale RT|Ale RH|Ale
TE_00015020_INT#LTR/Gypsy	LTR	Gypsy	Ogre	no	+	PROT|Ogre
TE_00015024_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00015038_INT#LTR/Gypsy	LTR	Copia	Gymco-II	no	+	GAG|Gymco-II
TE_00015042_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00015056_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00015070_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00015092_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	CHD|Tekay
TE_00015102_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00015112_INT#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00015127_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	+	GAG|CRM
TE_00015149_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00015152_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00015196_INT#LTR/unknown	LTR	Gypsy	Tekay	no	-	PROT|Tekay
TE_00015202_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00015206_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00015221_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	PROT|Reina
TE_00015262_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay CHD|Tekay
TE_00015266_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina
TE_00015267_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RH|Retand
TE_00015295_INT#LTR/unknown	LTR	Copia	Bianca	no	-	RH|Bianca
TE_00015309_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00015320_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00015327_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00015337_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay
TE_00015338_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00015363_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay
TE_00015366_INT#LTR/unknown	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00015380_INT#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00015382_INT#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00015395_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00015396_INT#LTR/unknown	LTR	Copia	Ale	no	+	GAG|Ale
TE_00015401_INT#LTR/Copia	LTR	Copia	Ale	no	+	INT|Ale RH|Ale
TE_00000078_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00001539_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00001549_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00001553_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00001606_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00001632_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00001667_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00001699_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00001873_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00001925_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00002087_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00002142_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002190_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002378_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002398_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002520_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002557_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002619_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002706_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00002754_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00002846_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003091_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003214_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003220_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00003242_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003273_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003451_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003467_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003559_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003613_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003637_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003772_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003831_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00003853_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003935_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00003972_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00004045_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00004055_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00004089_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00004422_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00004507_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00004682_INT#LTR/Copia	LTR	Gypsy	unknown	none	?	none
TE_00004716_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00004720_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00004792_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00004811_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00004876_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00004974_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00005055_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00005183_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00005198_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00005212_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00005405_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00005443_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00005479_INT#LTR/Copia	LTR	Gypsy	unknown	none	?	none
TE_00005542_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00005740_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00005767_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00005812_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00005822_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00005944_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00006033_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00006187_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00006244_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00006388_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00006486_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00006588_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00006697_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00006746_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00006822_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00006869_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00006908_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00006973_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00006981_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00007031_INT#LTR/Copia	LTR	Gypsy	unknown	none	?	none
TE_00007050_INT#LTR/Gypsy	LTR	Copia	unknown	none	?	none
TE_00007276_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00007399_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00007490_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00007505_INT#LTR/Copia	LTR	Gypsy	unknown	none	?	none
TE_00007560_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00007582_LTR#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00007653_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00007691_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00007738_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00007976_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00008023_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00008043_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00008095_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00008204_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00008221_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00008420_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00008451_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00008538_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00008539_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00008575_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00008615_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
