sample_id,sample_download_link,sample_tissue,sample_project_number,sample_description
SRR13002221,ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/021/SRR13002221/SRR13002221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/021/SRR13002221/SRR13002221_2.fastq.gz,grain,PRJNA673992,SG7_15DAF_biological_replicate_3
SRR13002222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/022/SRR13002222/SRR13002222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/022/SRR13002222/SRR13002222_2.fastq.gz,grain,PRJNA673992,SG7_15DAF_biological_replicate_2
SRR13002223,ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/023/SRR13002223/SRR13002223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/023/SRR13002223/SRR13002223_2.fastq.gz,grain,PRJNA673992,SG7_10DAF_biological_replicate_3
SRR13002224,ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/024/SRR13002224/SRR13002224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/024/SRR13002224/SRR13002224_2.fastq.gz,grain,PRJNA673992,SG7_10DAF_biological_replicate_2
SRR13002225,ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/025/SRR13002225/SRR13002225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/025/SRR13002225/SRR13002225_2.fastq.gz,grain,PRJNA673992,SG7_10DAF_biological_replicate_1
SRR13002226,ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/026/SRR13002226/SRR13002226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/026/SRR13002226/SRR13002226_2.fastq.gz,grain,PRJNA673992,SG7_15DAF_biological_replicate_1
SRR13002227,ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/027/SRR13002227/SRR13002227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/027/SRR13002227/SRR13002227_2.fastq.gz,grain,PRJNA673992,SG7_5DAF_biological_replicate_3
SRR10855044,ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/044/SRR10855044/SRR10855044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/044/SRR10855044/SRR10855044_2.fastq.gz,anther,PRJNA600105,This sample has been submitted by pda|wilsonhuang23_cau on 2020-07-02; Zea mays
SRR10855045,ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/045/SRR10855045/SRR10855045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/045/SRR10855045/SRR10855045_2.fastq.gz,anther,PRJNA600105,This sample has been submitted by pda|wilsonhuang23_cau on 2020-07-02; Zea mays
SRR10855046,ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/046/SRR10855046/SRR10855046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/046/SRR10855046/SRR10855046_2.fastq.gz,anther,PRJNA600105,This sample has been submitted by pda|wilsonhuang23_cau on 2020-07-02; Zea mays
SRR10855047,ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/047/SRR10855047/SRR10855047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/047/SRR10855047/SRR10855047_2.fastq.gz,anther,PRJNA600105,This sample has been submitted by pda|wilsonhuang23_cau on 2020-07-02; Zea mays
SRR10855048,ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/048/SRR10855048/SRR10855048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/048/SRR10855048/SRR10855048_2.fastq.gz,anther,PRJNA600105,This sample has been submitted by pda|wilsonhuang23_cau on 2020-07-02; Zea mays
SRR10855049,ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/049/SRR10855049/SRR10855049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/049/SRR10855049/SRR10855049_2.fastq.gz,anther,PRJNA600105,This sample has been submitted by pda|wilsonhuang23_cau on 2020-07-02; Zea mays
SRR10855050,ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/050/SRR10855050/SRR10855050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/050/SRR10855050/SRR10855050_2.fastq.gz,anther,PRJNA600105,This sample has been submitted by pda|wilsonhuang23_cau on 2020-07-02; Zea mays
SRR10855051,ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/051/SRR10855051/SRR10855051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/051/SRR10855051/SRR10855051_2.fastq.gz,anther,PRJNA600105,This sample has been submitted by pda|wilsonhuang23_cau on 2020-07-02; Zea mays
SRR10855052,ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/052/SRR10855052/SRR10855052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/052/SRR10855052/SRR10855052_2.fastq.gz,anther,PRJNA600105,This sample has been submitted by pda|wilsonhuang23_cau on 2020-07-02; Zea mays
ERR4691101,ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/001/ERR4691101/ERR4691101.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/001/ERR4691101/ERR4691101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/001/ERR4691101/ERR4691101_2.fastq.gz,seed,PRJEB40637,A654-CON-1
ERR4691102,ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/002/ERR4691102/ERR4691102.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/002/ERR4691102/ERR4691102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/002/ERR4691102/ERR4691102_2.fastq.gz,seed,PRJEB40637,A654-CON-2
ERR4691103,ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/003/ERR4691103/ERR4691103.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/003/ERR4691103/ERR4691103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/003/ERR4691103/ERR4691103_2.fastq.gz,seed,PRJEB40637,A654-CON-3
ERR4691104,ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/004/ERR4691104/ERR4691104.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/004/ERR4691104/ERR4691104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/004/ERR4691104/ERR4691104_2.fastq.gz,seed,PRJEB40637,A654-TREAT-1
ERR4691105,ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/005/ERR4691105/ERR4691105.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/005/ERR4691105/ERR4691105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/005/ERR4691105/ERR4691105_2.fastq.gz,seed,PRJEB40637,A654-TREAT-2
ERR4691106,ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/006/ERR4691106/ERR4691106.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/006/ERR4691106/ERR4691106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/006/ERR4691106/ERR4691106_2.fastq.gz,seed,PRJEB40637,A654-TREAT-3
ERR4691107,ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/007/ERR4691107/ERR4691107.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/007/ERR4691107/ERR4691107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/007/ERR4691107/ERR4691107_2.fastq.gz,seed,PRJEB40637,CM174-CON-1
ERR4691108,ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/008/ERR4691108/ERR4691108.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/008/ERR4691108/ERR4691108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/008/ERR4691108/ERR4691108_2.fastq.gz,seed,PRJEB40637,CM174-CON-2
ERR4691109,ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/009/ERR4691109/ERR4691109.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/009/ERR4691109/ERR4691109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/009/ERR4691109/ERR4691109_2.fastq.gz,seed,PRJEB40637,CM174-CON-3
ERR4691110,ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/000/ERR4691110/ERR4691110.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/000/ERR4691110/ERR4691110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/000/ERR4691110/ERR4691110_2.fastq.gz,seed,PRJEB40637,CM174-TREAT-1
ERR4691111,ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/001/ERR4691111/ERR4691111.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/001/ERR4691111/ERR4691111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/001/ERR4691111/ERR4691111_2.fastq.gz,seed,PRJEB40637,CM174-TREAT-2
ERR4691112,ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/002/ERR4691112/ERR4691112.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/002/ERR4691112/ERR4691112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR469/002/ERR4691112/ERR4691112_2.fastq.gz,seed,PRJEB40637,CM174-TREAT-3
SRR12824374,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/074/SRR12824374/SRR12824374.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824375,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/075/SRR12824375/SRR12824375.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824376,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/076/SRR12824376/SRR12824376.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824377,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/077/SRR12824377/SRR12824377.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824378,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/078/SRR12824378/SRR12824378.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824379,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/079/SRR12824379/SRR12824379.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824380,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/080/SRR12824380/SRR12824380.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824381,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/081/SRR12824381/SRR12824381.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824382,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/082/SRR12824382/SRR12824382.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824383,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/083/SRR12824383/SRR12824383.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824384,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/084/SRR12824384/SRR12824384.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824385,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/085/SRR12824385/SRR12824385.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824386,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/086/SRR12824386/SRR12824386.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824387,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/087/SRR12824387/SRR12824387.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824388,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/088/SRR12824388/SRR12824388.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824389,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/089/SRR12824389/SRR12824389.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824390,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/090/SRR12824390/SRR12824390.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824391,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/091/SRR12824391/SRR12824391.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824392,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/092/SRR12824392/SRR12824392.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824393,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/093/SRR12824393/SRR12824393.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824394,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/094/SRR12824394/SRR12824394.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824395,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/095/SRR12824395/SRR12824395.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824396,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/096/SRR12824396/SRR12824396.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824397,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/097/SRR12824397/SRR12824397.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824398,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/098/SRR12824398/SRR12824398.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824399,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/099/SRR12824399/SRR12824399.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824400,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/000/SRR12824400/SRR12824400.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824401,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/001/SRR12824401/SRR12824401.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824402,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/002/SRR12824402/SRR12824402.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824403,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/003/SRR12824403/SRR12824403.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR12824404,ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/004/SRR12824404/SRR12824404.fastq.gz,leaf,PRJNA669140,This sample has been submitted by pda|ar2246 on 2020-10-15; Zea mays
SRR13791440,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/040/SRR13791440/SRR13791440.fastq.gz,leaf,PRJNA705177,E_W22_31R1 (reanalysis)
SRR13791441,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/041/SRR13791441/SRR13791441.fastq.gz,leaf,PRJNA705177,E_W22_31R2 (reanalysis)
SRR13791442,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/042/SRR13791442/SRR13791442.fastq.gz,leaf,PRJNA705177,E_W22_31R3 (reanalysis)
SRR13791443,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/043/SRR13791443/SRR13791443.fastq.gz,leaf,PRJNA705177,E_W22_33R1 (reanalysis)
SRR13791444,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/044/SRR13791444/SRR13791444.fastq.gz,leaf,PRJNA705177,E_W22_33R2 (reanalysis)
SRR13791445,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/045/SRR13791445/SRR13791445.fastq.gz,leaf,PRJNA705177,E_W22_33R3 (reanalysis)
SRR13791446,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/046/SRR13791446/SRR13791446.fastq.gz,leaf,PRJNA705177,E_W22_35R1 (reanalysis)
SRR13791447,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/047/SRR13791447/SRR13791447.fastq.gz,leaf,PRJNA705177,E_W22_35R2 (reanalysis)
SRR13791448,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/048/SRR13791448/SRR13791448.fastq.gz,leaf,PRJNA705177,E_W22_35R3 (reanalysis)
SRR13791449,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/049/SRR13791449/SRR13791449.fastq.gz,leaf,PRJNA705177,E_W22_37R1 (reanalysis)
SRR13791450,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/050/SRR13791450/SRR13791450.fastq.gz,leaf,PRJNA705177,E_W22_37R2 (reanalysis)
SRR13791451,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/051/SRR13791451/SRR13791451.fastq.gz,leaf,PRJNA705177,E_W22_37R3 (reanalysis)
SRR13791452,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/052/SRR13791452/SRR13791452.fastq.gz,leaf,PRJNA705177,L_W22_31R1 (reanalysis)
SRR13791453,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/053/SRR13791453/SRR13791453.fastq.gz,leaf,PRJNA705177,L_W22_31R2 (reanalysis)
SRR13791454,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/054/SRR13791454/SRR13791454.fastq.gz,leaf,PRJNA705177,L_W22_31R3 (reanalysis)
SRR13791455,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/055/SRR13791455/SRR13791455.fastq.gz,leaf,PRJNA705177,L_W22_33R1 (reanalysis)
SRR13791456,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/056/SRR13791456/SRR13791456.fastq.gz,leaf,PRJNA705177,L_W22_33R2 (reanalysis)
SRR13791457,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/057/SRR13791457/SRR13791457.fastq.gz,leaf,PRJNA705177,L_W22_33R3 (reanalysis)
SRR13791458,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/058/SRR13791458/SRR13791458.fastq.gz,leaf,PRJNA705177,L_W22_35R1 (reanalysis)
SRR13791459,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/059/SRR13791459/SRR13791459.fastq.gz,leaf,PRJNA705177,L_W22_35R2 (reanalysis)
SRR13791460,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/060/SRR13791460/SRR13791460.fastq.gz,leaf,PRJNA705177,L_W22_35R3 (reanalysis)
SRR13791461,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/061/SRR13791461/SRR13791461.fastq.gz,leaf,PRJNA705177,L_W22_37R1 (reanalysis)
SRR13791462,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/062/SRR13791462/SRR13791462.fastq.gz,leaf,PRJNA705177,L_W22_37R2 (reanalysis)
SRR13791463,ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/063/SRR13791463/SRR13791463.fastq.gz,leaf,PRJNA705177,L_W22_37R3 (reanalysis)
SRR13664376,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/076/SRR13664376/SRR13664376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/076/SRR13664376/SRR13664376_2.fastq.gz,pericarp,PRJNA700799,CP-12-1
SRR13664377,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/077/SRR13664377/SRR13664377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/077/SRR13664377/SRR13664377_2.fastq.gz,pericarp,PRJNA700799,ZW-24-3
SRR13664378,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/078/SRR13664378/SRR13664378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/078/SRR13664378/SRR13664378_2.fastq.gz,pericarp,PRJNA700799,ZW-24-2
SRR13664379,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/079/SRR13664379/SRR13664379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/079/SRR13664379/SRR13664379_2.fastq.gz,pericarp,PRJNA700799,ZW-24-1
SRR13664380,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/080/SRR13664380/SRR13664380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/080/SRR13664380/SRR13664380_2.fastq.gz,pericarp,PRJNA700799,ZW-18-3
SRR13664381,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/081/SRR13664381/SRR13664381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/081/SRR13664381/SRR13664381_2.fastq.gz,pericarp,PRJNA700799,ZW-18-2
SRR13664382,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/082/SRR13664382/SRR13664382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/082/SRR13664382/SRR13664382_2.fastq.gz,pericarp,PRJNA700799,ZW-18-1
SRR13664383,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/083/SRR13664383/SRR13664383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/083/SRR13664383/SRR13664383_2.fastq.gz,pericarp,PRJNA700799,ZW-12-3
SRR13664384,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/084/SRR13664384/SRR13664384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/084/SRR13664384/SRR13664384_2.fastq.gz,pericarp,PRJNA700799,CP-24-3
SRR13664385,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/085/SRR13664385/SRR13664385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/085/SRR13664385/SRR13664385_2.fastq.gz,pericarp,PRJNA700799,CP-24-2
SRR13664386,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/086/SRR13664386/SRR13664386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/086/SRR13664386/SRR13664386_2.fastq.gz,pericarp,PRJNA700799,CP-24-1
SRR13664387,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/087/SRR13664387/SRR13664387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/087/SRR13664387/SRR13664387_2.fastq.gz,pericarp,PRJNA700799,CP-18-3
SRR13664388,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/088/SRR13664388/SRR13664388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/088/SRR13664388/SRR13664388_2.fastq.gz,pericarp,PRJNA700799,CP-18-2
SRR13664389,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/089/SRR13664389/SRR13664389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/089/SRR13664389/SRR13664389_2.fastq.gz,pericarp,PRJNA700799,CP-18-1
SRR13664390,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/090/SRR13664390/SRR13664390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/090/SRR13664390/SRR13664390_2.fastq.gz,pericarp,PRJNA700799,CP-12-3
SRR13664391,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/091/SRR13664391/SRR13664391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/091/SRR13664391/SRR13664391_2.fastq.gz,pericarp,PRJNA700799,CP-12-2
SRR13664392,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/092/SRR13664392/SRR13664392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/092/SRR13664392/SRR13664392_2.fastq.gz,pericarp,PRJNA700799,ZW-12-2
SRR13664393,ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/093/SRR13664393/SRR13664393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR136/093/SRR13664393/SRR13664393_2.fastq.gz,pericarp,PRJNA700799,ZW-12-1
SRR7469475,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/005/SRR7469475/SRR7469475.fastq.gz,sheath,PRJNA479390,wt_sheath_stage2_rep1
SRR7469476,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/006/SRR7469476/SRR7469476.fastq.gz,blade,PRJNA479390,mu_blade_stage3_rep1
SRR7469477,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/007/SRR7469477/SRR7469477.fastq.gz,blade,PRJNA479390,mu_blade_stage2_rep3
SRR7469478,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/008/SRR7469478/SRR7469478.fastq.gz,sheath,PRJNA479390,wt_sheath_stage2_rep2
SRR7469479,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/009/SRR7469479/SRR7469479.fastq.gz,blade,PRJNA479390,mu_blade_stage1_rep3
SRR7469480,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/000/SRR7469480/SRR7469480.fastq.gz,blade,PRJNA479390,mu_blade_stage1_rep2
SRR7469481,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/001/SRR7469481/SRR7469481.fastq.gz,blade,PRJNA479390,mu_blade_stage2_rep2
SRR7469482,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/002/SRR7469482/SRR7469482.fastq.gz,blade,PRJNA479390,mu_blade_stage2_rep1
SRR7469483,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/003/SRR7469483/SRR7469483.fastq.gz,blade,PRJNA479390,mu_blade_stage0_rep2
SRR7469484,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/004/SRR7469484/SRR7469484.fastq.gz,blade,PRJNA479390,mu_blade_stage0_rep1
SRR7469485,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/005/SRR7469485/SRR7469485.fastq.gz,blade,PRJNA479390,mu_blade_stage1_rep1
SRR7469486,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/006/SRR7469486/SRR7469486.fastq.gz,blade,PRJNA479390,mu_blade_stage0_rep3
SRR7469487,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/007/SRR7469487/SRR7469487.fastq.gz,sheath,PRJNA479390,wt_sheath_stage4_rep2
SRR7469488,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/008/SRR7469488/SRR7469488.fastq.gz,sheath,PRJNA479390,wt_sheath_stage3_rep2
SRR7469489,ftp.sra.ebi.ac.uk/vol1/fastq/SRR746/009/SRR7469489/SRR7469489.fastq.gz,ligule,PRJNA479390,wt_ligule_stage2_rep1
